entry_ts,exit_ts,reason,qty,entry_price,exit_price,entry_eff,exit_eff,pnl,return_pct,hold_minutes,mfe,mae,entry_limit
2025-10-13 10:11:00-04:00,2025-10-13 10:14:00-04:00,atr_trail,1,11.253236285714285,11.085043428571428,11.263236285714285,11.075043428571428,-0.18819285714285705,-1.6708595324556152,3.0,0.14666371428571523,-0.2531362857142856,
2025-10-13 11:21:00-04:00,2025-10-13 11:24:00-04:00,atr_trail,1,11.883149999999999,11.719449999999998,11.893149999999999,11.709449999999999,-0.18369999999999997,-1.5445865897596556,3.0,-0.06314999999999849,-0.26814999999999856,
2025-10-13 10:03:00-04:00,2025-10-13 10:06:00-04:00,atr_trail,1,7.43,7.431235714285714,7.4399999999999995,7.421235714285714,-0.018764285714285123,-0.25220814132104197,3.0,0.1997,-0.13999999999999968,
2025-10-13 10:36:00-04:00,2025-10-13 10:38:00-04:00,atr_trail,1,8.233749000000001,8.183392857142856,8.243749000000001,8.173392857142856,-0.07035614285714509,-0.8534483868582687,2.0,0.586250999999999,-0.22374900000000153,
2025-10-13 10:57:00-04:00,2025-10-13 10:58:00-04:00,target_R_hit,1,8.523699714285714,9.542717085714287,8.533699714285714,9.532717085714287,0.9990173714285735,11.706732189746294,1.0,1.066300285714286,-0.03369971428571361,
2025-10-13 10:58:00-04:00,2025-10-13 11:00:00-04:00,atr_trail,1,8.88413542857143,9.21645,8.89413542857143,9.20645,0.3123145714285709,3.511466335730562,2.0,0.9258645714285709,-0.2640354285714288,
2025-10-13 10:59:00-04:00,2025-10-13 11:01:00-04:00,atr_trail,1,9.595178142857142,9.293628142857141,9.605178142857142,9.283628142857141,-0.3215500000000002,-3.3476734654746543,2.0,0.21482185714285862,-0.5651781428571425,
2025-10-13 11:16:00-04:00,2025-10-13 11:18:00-04:00,atr_trail,1,10.48824842857143,10.242421428571427,10.49824842857143,10.232421428571428,-0.2658270000000016,-2.5321081112592236,2.0,0.48175157142857117,-0.9782484285714297,
2025-10-13 11:17:00-04:00,2025-10-13 11:19:00-04:00,atr_trail,1,10.978379,10.491714714285715,10.988379,10.481714714285715,-0.5066642857142849,-4.610910178055239,2.0,-0.2483789999999999,-1.4683790000000005,
2025-10-13 11:29:00-04:00,2025-10-13 11:39:00-04:00,atr_trail,1,10.350012142857143,11.467964285714286,10.360012142857142,11.457964285714286,1.0979521428571442,10.597981235129561,10.0,1.869987857142858,-0.4900121428571431,
2025-10-13 11:32:00-04:00,2025-10-13 11:39:00-04:00,atr_trail,1,10.859183571428572,11.467964285714286,10.869183571428572,11.457964285714286,0.5887807142857149,5.416972769081041,7.0,1.3608164285714288,-0.1291835714285714,
2025-10-13 11:37:00-04:00,2025-10-13 11:39:00-04:00,atr_trail,1,11.34908357142857,11.467964285714286,11.35908357142857,11.457964285714286,0.09888071428571621,0.8704990474269536,2.0,0.8709164285714301,-0.4190835714285708,
2025-10-13 11:38:00-04:00,2025-10-13 11:40:00-04:00,atr_trail,1,12.050040714285714,11.485719285714286,12.060040714285714,11.475719285714286,-0.5843214285714282,-4.845103282937268,2.0,0.16995928571428642,-1.0000407142857135,
2025-10-13 11:42:00-04:00,2025-10-13 11:50:00-04:00,atr_trail,1,12.062265,12.28135,12.072265,12.27135,0.19908500000000018,1.6491105852961319,8.0,1.1577350000000006,-0.8422649999999994,
2025-10-13 11:49:00-04:00,2025-10-13 11:51:00-04:00,atr_trail,1,13.234973,12.454908714285715,13.244973,12.444908714285715,-0.800064285714285,-6.040512772010064,2.0,-0.1849729999999994,-1.7848729999999993,
2025-10-13 12:22:00-04:00,2025-10-13 12:24:00-04:00,atr_trail,1,12.50990742857143,11.999728857142857,12.519907428571429,11.989728857142858,-0.5301785714285714,-4.234684437192094,2.0,-0.2099074285714284,-0.9898074285714298,
