config,total_pnl,num_trades,win_rate_pct,loss_rate_pct,breakeven_pct,profit_factor,sharpe,max_drawdown_pct,cagr_pct,calmar
baseline,-737.2035865705408,675,34.81481481481482,65.18518518518519,0.0,0.7242058737550793,-1.6308387936851967,18.0388232400281,-15.457546078856188,-0.8569043486470854
