config,total_pnl,num_trades,win_rate_pct,loss_rate_pct,breakeven_pct,profit_factor,sharpe,max_drawdown_pct
aggressive,404.22564049961716,7231,40.99018116443092,58.9821601438252,0.027658691743880515,1.7875608956462508,2.4783427984301065,-16.8359408434353
breakout_tight,364.12788544239993,5729,41.94449293070344,58.02059696282074,0.03491010647582475,1.874037165093002,2.35880127243248,-12.520781052180599
wide_stop_runner,352.32025153338293,6054,40.56821935910142,59.3987446316485,0.03303600925008259,1.667695218515065,2.3152565265275995,-26.023589345413384
fast_ma_scalper,346.45804089573153,7455,40.885311871227366,59.0878604963112,0.02682763246143528,1.667647261277952,2.2458074522341733,-15.740146692583629
tight_stop_quick_take,337.28098137028564,5738,42.471244336005576,57.493900313698155,0.03485535029627048,1.8905070449644397,2.421787662715992,-14.002476411415458
patient_target3,334.39804661071435,4919,40.15043708070746,59.80890424883106,0.04065867046147591,1.8393793694200073,2.3041781273670456,-19.768412781475313
rvol_strict,329.92184314911424,4716,41.666666666666664,58.312128922815944,0.021204410517387615,1.8715263865583838,2.3252188451329805,-13.234628519279958
baseline,316.63156360911427,5724,41.02026554856744,58.944793850454225,0.03494060097833683,1.7265732579600397,2.3024600738921825,-16.069190880117567
premarket_focus,309.4641759847028,6041,40.655520609170665,59.311372289356065,0.03310710147326602,1.673042519402083,2.3781995273910463,-16.560521976279475
slow_ma_trender,251.30507720564287,3345,40.926756352765324,59.04334828101644,0.029895366218236172,1.9014190010701018,2.38606071658283,-11.817539796887228
regular_hours_pure,247.97255943656572,4243,40.63162856469479,59.32123497525336,0.047136460051850106,1.7482813099839085,2.296972907571176,-13.385626302235702
thrusty,193.8248402791428,3952,39.82793522267207,60.121457489878544,0.05060728744939271,1.6304914317620907,2.6578276815146578,-17.39717001200793
conservative,164.0113904571429,2844,40.822784810126585,59.14205344585091,0.035161744022503515,1.666990842107433,2.3637086141846506,-13.135971119507541
