config,total_pnl,num_trades,win_rate_pct,loss_rate_pct,breakeven_pct,profit_factor,sharpe,max_drawdown_pct
aggressive,259.60564049961886,7231,32.85852579173005,67.14147420826995,0.0,1.42927625736034,1.6168507301229693,-29.15493657318497
breakout_tight,249.54788544240128,5729,34.08971897364287,65.91028102635713,0.0,1.5115827066090963,1.6426762385856497,-20.620033160223837
patient_target3,236.01804661071543,4919,33.340109778410245,66.65989022158975,0.0,1.5123977063041227,1.6457314293689256,-29.73303070095092
rvol_strict,235.6018431491154,4716,34.90245971162002,65.09754028837999,0.0,1.5392394407677312,1.678559957247608,-17.956559858154975
wide_stop_runner,231.24025153338425,6054,32.96993723158243,67.03006276841758,0.0,1.382710456623209,1.5401922492557318,-30.41870188835365
tight_stop_quick_take,222.520981370287,5738,34.4196584175671,65.58034158243291,0.0,1.4951397489179106,1.6240476848500727,-18.519629373155983
retest_confirmed,210.30700653000125,5041,34.06070224161873,65.85994842293196,0.0793493354493156,1.4569698430203064,1.4663575299777463,-26.169950104410194
baseline,202.1515636091156,5724,33.59538784067086,66.40461215932915,0.0,1.3982074372346474,1.491936554529832,-24.761347910405462
fast_ma_scalper,197.3580408957332,7455,32.541918175720994,67.4446680080483,0.01341381623071764,1.3217345075462446,1.2969838702848326,-31.396801494863453
premarket_focus,188.6441759847042,6041,33.35540473431551,66.64459526568449,0.0,1.351898573310276,1.4716393740386333,-29.2883536142294
slow_ma_trender,184.4050772056438,3345,34.828101644245145,65.17189835575486,0.0,1.575590627723414,1.7721218191319108,-19.19962512584996
regular_hours_pure,163.11255943656676,4243,33.63186424699505,66.36813575300495,0.0,1.4239360753821035,1.5296963280989655,-22.546379478230556
thrusty,114.78484027914374,3952,33.19838056680162,66.80161943319838,0.0,1.3209370010814314,1.6018813434317527,-26.327087891551955
conservative,107.1313904571436,2844,34.458509142053444,65.54149085794656,0.0,1.3807240605143603,1.5574249665271525,-19.638215947029444
high_win_consolidation,67.5537327950007,2984,34.34986595174263,65.65013404825737,0.0,1.235394040108386,1.1760913460912292,-25.385593862135536
