symbol,side,qty,entry_ts,exit_ts,entry_price,exit_price,pnl,config,symbol_alt
CHNR,long,1,2025-10-13 07:34:00-04:00,2025-10-13 07:39:00-04:00,10.829371428571429,9.904300000000001,-0.9450714285714277,<NA>,CHNR
ELBM,long,1,2025-10-13 09:39:00-04:00,2025-10-13 09:45:00-04:00,5.2050091428571434,4.9988028571428575,-0.22620628571428547,<NA>,ELBM
TAOX,long,1,2025-10-13 09:50:00-04:00,2025-10-13 09:55:00-04:00,8.25324942857143,8.665357857142856,0.3921084285714276,<NA>,TAOX
TAOX,long,1,2025-10-13 10:02:00-04:00,2025-10-13 10:06:00-04:00,9.185766,8.954183142857142,-0.2515828571428571,<NA>,TAOX
ELBM,long,1,2025-10-13 10:11:00-04:00,2025-10-13 10:13:00-04:00,5.634530142857143,5.393381571428572,-0.2611485714285706,<NA>,ELBM
ACON,long,1,2025-10-13 10:11:00-04:00,2025-10-13 10:14:00-04:00,11.253236285714285,11.101862714285714,-0.17137357142857113,<NA>,ACON
GWAV,long,1,2025-10-13 10:26:00-04:00,2025-10-13 10:28:00-04:00,7.853668428571428,7.707943571428571,-0.16572485714285623,<NA>,GWAV
AQMS,long,1,2025-10-13 10:57:00-04:00,2025-10-13 10:58:00-04:00,8.523699714285714,9.235205542857143,0.6915058285714295,<NA>,AQMS
AQMS,long,1,2025-10-13 11:16:00-04:00,2025-10-13 11:18:00-04:00,10.48824842857143,10.291159285714285,-0.21708914285714442,<NA>,AQMS
AQMS,long,1,2025-10-13 11:32:00-04:00,2025-10-13 11:39:00-04:00,10.859183571428572,11.518167857142858,0.6389842857142867,<NA>,AQMS
AQMS,long,1,2025-10-13 11:37:00-04:00,2025-10-13 11:39:00-04:00,11.34908357142857,11.518167857142858,0.149084285714288,<NA>,AQMS
AQMS,long,1,2025-10-13 12:22:00-04:00,2025-10-13 12:24:00-04:00,12.50990742857143,12.050746714285715,-0.4791607142857135,<NA>,AQMS
STI,long,1,2025-10-13 12:32:00-04:00,2025-10-13 12:39:00-04:00,18.382378714285714,18.58875,0.18637128571428363,<NA>,STI
ELBM,long,1,2025-10-13 12:43:00-04:00,2025-10-13 12:45:00-04:00,6.473291428571429,6.267017857142857,-0.22627357142857107,<NA>,ELBM
STI,long,1,2025-10-13 12:51:00-04:00,2025-10-13 13:01:00-04:00,21.95148485714286,22.05240357142857,0.0809187142857084,<NA>,STI
AQMS,long,1,2025-10-13 13:14:00-04:00,2025-10-13 13:16:00-04:00,11.705649571428571,10.08,-1.6456495714285708,<NA>,AQMS
STI,long,1,2025-10-13 14:10:00-04:00,2025-10-13 14:21:00-04:00,23.44005242857143,25.396060714285714,1.93600828571428,<NA>,STI
BLBX,long,1,2025-10-13 14:20:00-04:00,2025-10-13 14:23:00-04:00,11.723689571428572,11.666466428571427,-0.07722314285714482,<NA>,BLBX
ELBM,long,1,2025-10-13 14:29:00-04:00,2025-10-13 14:32:00-04:00,6.1733524285714285,6.053755714285715,-0.1395967142857133,<NA>,ELBM
AQMS,long,1,2025-10-13 14:35:00-04:00,2025-10-13 14:36:00-04:00,10.19886642857143,9.83,-0.38886642857142917,<NA>,AQMS
