config,total_pnl,num_trades,win_rate_pct,loss_rate_pct,breakeven_pct,profit_factor,sharpe,max_drawdown_pct,cagr_pct,calmar
baseline,-29.13553017578252,139,39.568345323741006,60.431654676258994,0.0,0.9528077624831212,0.48832717606848947,3.413225708999513,8.788886168027798,2.5749501841775366
