symbol,close,sma50,sma200,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,atr14,atr_%,score,entry,stop,risk_%,qty,notional,risk_$
AMD,232.89,169.74,129.98,12281273741.0,1.44,3.0,0.3721,0.496,0.4548,11.935,5.12,0.88,240.34,214.99,10.55,19,4566.0,482.0
J,155.44,147.92,133.56,113689206.0,1.35,1.55,0.0094,0.045,0.1286,2.733,1.76,0.715,158.05,151.34,4.24,74,11696.0,496.0
PWR,429.92,391.89,336.89,397000743.0,1.31,3.16,0.0215,0.1034,0.1049,13.473,3.13,0.701,443.89,409.71,7.7,14,6215.0,479.0
LHX,298.2,281.42,239.52,301642664.0,1.56,3.22,0.0071,0.0626,0.131,5.919,1.98,0.664,308.43,289.32,6.19,26,8019.0,497.0
AEE,103.0,101.29,97.7,164432923.0,1.34,2.53,0.0008,0.0268,0.0635,1.392,1.35,0.66,104.29,100.91,3.24,119,12411.0,402.0
