ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
MKSI,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",239.63,220.38,1,240.0,19.0,8.03,0.9932099999999999,236.05,2.29,1.4,0.4498,172.28,122.1,260009197.0,0.0694,0.6944,10.446,4.43,0.9842,True,3,0,False,2026-02-17 21:00:00+00:00,11.71,"['Positive earnings surprise', 'Recent upgrade']",2.29
PR,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",15.59,14.79,31,483.0,25.0,5.09,0.86436,15.54,1.32,0.19,0.1164,14.29,13.49,142894814.0,0.0622,0.2522,0.499,3.21,0.6472,True,2,0,False,2026-02-25 21:00:00+00:00,7.36,"['Positive earnings surprise', 'Recent upgrade']",1.32
