ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
BKR,Buy,1-2 day,Momentum + liquidity with catalysts: Recent upgrade,56.95,53.7,7,399.0,23.0,5.69,0.9446100000000001,56.29,2.04,1.05,0.2426,48.61,43.88,450219884.0,0.0877,0.1761,1.724,3.06,0.7322,True,3,0,False,2026-04-21 21:00:00+00:00,-0.89,['Recent upgrade'],2.04
ZM,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,95.93,86.4,2,192.0,19.0,9.93,0.8290000000000001,95.46,3.58,0.39,0.0874,85.46,80.53,249716261.0,0.1791,0.1245,2.884,3.02,0.6,True,0,0,False,2026-02-23 21:00:00+00:00,111.27,['Positive earnings surprise'],3.58
ILMN,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",153.22,144.1,2,306.0,18.0,5.95,0.81942,153.0,1.51,1.63,0.1307,134.71,103.89,260522014.0,0.0801,0.5644,5.932,3.88,0.6484,True,2,0,False,2026-02-05 21:00:00+00:00,7.42,"['Positive earnings surprise', 'Recent upgrade']",1.51
