ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60
MU,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,277.65135,327.62859299999997,255.43924199999998,High,0.9851255942666571,276.27,281.86,272.32,230.93920000000003,143.278,15.369099999999989,6460489111.297501,0.7929072893621527,1.9832540977790505,0.18820695884048,0.23373375608449054,0.6856009762050028
WBD,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,29.295749999999995,34.56898499999999,26.952089999999995,High,0.9787499999999999,29.15,29.27,28.732,23.710200000000004,14.802425000000001,0.9673571428571426,1931613762.5245,0.7081568760326867,2.833333333333338,0.00865051903114189,0.27515310586176733,0.5451895043731778
TER,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,199.49249999999998,235.40114999999997,183.5331,High,0.972218789172889,198.5,199.32,195.6105,174.30740000000003,116.25245000000001,7.129450000000001,606850681.7045,0.42593895586521674,3.1707317073170733,0.032294971137344586,0.19599927697776698,0.47770416139358285
GM,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,83.16375,98.13322499999998,76.51065,High,0.9571576326986776,82.75,83.43,82.66,71.5928,56.70269999999999,1.591228571428574,803290536.931,0.4709255914743901,1.111376673040161,0.012108610567514555,0.16549295774647876,0.3538939790575917
LRCX,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,176.03579999999997,207.72224399999996,161.95293599999997,High,0.9557718903713803,175.16,177.29,174.78,156.0006,109.57330000000002,6.982942857142864,1783469520.8270001,0.595442121417791,1.2014213999661547,0.07288986892074001,0.16478255087112648,0.33618124952322836
FCX,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,52.159499999999994,61.54820999999999,47.98674,High,0.9547162125463926,51.9,52.29,50.99,42.9296,41.190349999999995,1.4347142857142867,716695474.4129999,0.9147059297708393,6.037838327147644,0.09171224232225494,0.2723706790880118,0.398168103448276
EXPE,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,289.67115,341.811957,266.497458,High,0.9461532061235184,288.23,291.36,287.46,248.6864,199.12157499999998,7.712142857142863,508673632.2205,0.6355729104469066,1.432870528691607,0.01126236755315424,0.15689973508870536,0.3071062536846403
WDC,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,179.14124999999999,211.38667499999997,164.80995,High,0.9392141690388233,178.25,178.4,174.5,154.0326,88.21940000000001,10.78494285714286,1355559684.4439998,0.473372238345557,5.572919425756216,0.021051124158671053,0.1810110647319949,0.5268973787904747
NEM,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,105.77624999999999,124.81597499999998,97.31415,High,0.9258458357987354,105.25,105.73,103.3,89.75220000000002,68.7360675,3.5620714285714277,891329610.0465,0.6835816085101576,0.4539865695639875,0.07365092318677946,0.21634115335721704,0.2449727939436952
LUV,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,41.7678,49.286004,38.426376000000005,High,0.9255480624107177,41.56,42.66,41.39,34.7934,32.42515,1.404,453717009.17399997,0.7692136543187882,4.547542489664669,-0.014465259663267727,0.24879807692307687,0.2686202686202688
JBHT,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,198.01514999999998,233.65787699999996,182.173938,High,0.9055061294152468,197.03,200.285,195.96,175.03709999999998,150.13299999999998,4.5294500000000015,248307354.35325003,0.6579813433470563,10.23894672103141,0.0013722301280749694,0.18229822982298227,0.4616468842729968
HII,Buy,3-4 month,Medium-term trend with 3-6 month momentum and expanding volume.,356.29259999999994,420.4252679999999,327.78919199999996,High,0.8912878676468001,354.52,360.2,351.2301,311.072,260.30965,10.844385714285718,154936590.6405,1.3576737284122122,1.5769017212659653,0.0848225214198286,0.1439081053175011,0.2682717418523952
