symbol,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate,market_rel_strength,sector_rel_strength
ADSK,240.79,251.64,238.95,285.89059999999995,296.45205000000004,8.819245642857146,565854185.5955,1.6543221512126023,26.831565833054785,-0.10183147450483043,-0.16583523868911532,-0.19992690058479534,Technology,,0.142857142857143,6888000000.0,0.9109552077711819,0.004997238407706273,2083000000.0,0.3024099883855981,0.0406135759450707,745000000.0,0.4204288939051919,7.446032055749129,29.36414717832957,0.95693,True,,-0.21756319445415373,-0.1983534417131362
ADT,7.77,7.955,7.745,8.0964,8.358125,0.18038571428571423,53570017.6445,1.972327144649756,13.038612199216573,-0.025094102885821812,-0.045454545454545525,-0.04310344827586199,Industrials,,-0.20000000000000004,5112859000.0,0.8068421531117436,-0.003202283164251196,1386907000.0,0.271258605019227,0.21765556510641232,7743027000.0,2.9061741447279794,1.2462746123059525,5.297773486975725,1.03168,True,,-0.06073974214522038,-0.16399658510254556
AEE,104.01,104.19,102.2,101.3486,100.21764999999999,1.6436928571428564,153670647.2295,1.454274610492851,2.548486835941159,0.00048095421315896836,0.044277108433735,0.026954976303317668,Utilities,,2.051948051948052,8958000000.0,0.520192663949611,0.09498146817776026,-1248000000.0,-0.13931681178834562,-0.04435885969905057,20095000000.0,5.668547351985058,3.1406761294931904,13.60484559625109,0.87447,True,,0.00931868243395928,0.031753102675746346
AEP,120.67,121.42,118.75,117.4241,111.6901,2.1868785714285712,381549543.39524996,1.0778437868451398,3.3092948717948683,0.010382650925228054,0.057859209257473454,0.0075985303941215054,Utilities,,0.00555555555555556,21257000000.0,0.603137894316518,-0.021001472210721683,-1735500000.0,-0.0816436938420285,-0.026869276508141048,46822300000.0,5.346659221717691,3.03855199887096,12.72227707058225,0.87055,True,,-0.010037763475236883,0.01239665676655018
AES,16.09,16.19,15.45,14.18,12.93155,0.6017857142857139,149935075.16950002,2.4097108464119534,0.617665225447816,0.07841823056300257,0.09232858112695186,0.13150492264416314,Utilities,,0.1265822784810126,12094000000.0,0.21933751119068934,0.06894324824808695,-2215000000.0,-0.1831486687613693,-0.1933142675811805,29091000000.0,9.073923530423516,0.9474141306432942,12.647855544939018,0.91143996,True,,0.11386862877480475,0.13630304901659182
AFG,130.25,132.09,129.09,133.928,130.53324999999998,2.545007142857141,71757370.20750001,1.119767533295596,12.005134441291723,0.018771998435666903,-0.03973754054851064,-0.02200030034539724,Financial Services,,-0.14921023102310227,8225000000.0,,,1423000000.0,0.17300911854103343,0.1309913233055945,-22000000.0,-0.018333333333333333,1.3207677743465045,9.052762453333333,0.68706,True,,-0.03963659421475563,-0.06939561760688293
AFL,112.04,113.25,110.36,109.8452,107.11505,1.7880642857142865,253619443.80300003,0.9916254867506417,3.276211853066852,0.03377006827828022,-0.0013370175594972222,0.007191657677094732,Financial Services,,-0.09941520467836254,17962000000.0,,,2573000000.0,0.14324685447054894,0.042938780099923975,1917000000.0,0.3577827462119837,3.3360718245184278,11.54153054025459,0.60181,True,,-0.010444636192263657,-0.04020365958439096
AFRM,61.66,64.62,59.65,71.5172,68.96285,3.7362571428571454,399101815.44750005,1.5109016124030985,38.34,-0.10364878616077933,-0.23688118811881187,-0.13786353467561518,Financial Services,,0.0,3459269000.0,0.6765230565165636,0.0011320188629844186,769212000.0,0.22236258585267582,0.03779476960435177,6529443000.0,16.573956449207014,5.883422181969659,68.2351465796802,0.83424,True,,-0.15549982854497357,-0.18525885193710087
AGCO,116.54,117.0503,114.035,108.63960000000002,106.20909999999999,3.2221642857142854,84499799.4495,0.6453729156581285,3.8131396500495134,0.025068167824786824,0.09540370335557857,0.09150510443008342,Industrials,,2.195906432748538,10049100000.0,0.26107499091386344,0.013621753186224606,749100000.0,0.07454398901394155,0.08613681122121872,2082900000.0,2.129319157636475,0.86541384521997,11.019761063177265,0.92263,True,,0.07386881056072503,-0.029388032396600136
AGNC,11.49,11.53,11.26,10.963999999999999,9.909125,0.2821285714285717,260708047.45299998,0.8291979955809257,5.742411812961438,-0.0558751027115858,0.03794037940379402,0.1220703125,Real Estate,,40.49999999999999,956000000.0,,,604000000.0,0.6317991631799164,0.04746067987651483,-392000000.0,,13.312054627615062,,0.38527,True,,0.10443401863064161,0.12017942565741378
AGO,85.8,87.07,85.05,88.37100000000001,85.17135,1.3721428571428547,24896391.2115,0.9129002138093922,8.93653152196986,0.03348590701035903,-0.04475617902471607,0.04736328125,Financial Services,,5.116757108625751,954000000.0,,,266000000.0,0.27882599580712786,0.06514022235114349,1545000000.0,,4.2803967463312365,,0.96597,True,,0.029726987380641612,-3.2036011485693516e-05
AIG,74.13,75.22,73.5,78.493,80.3195,1.4286500000000015,451240469.621,0.7131645897912436,15.828318383104348,0.0035196967645862998,-0.12147428300545149,-0.0286949685534591,Financial Services,,-0.3496503496503496,27390000000.0,,,2803000000.0,0.10233661920408908,0.06825215167326074,7654000000.0,0.9205051324999382,1.4993903737130339,5.859567463744673,1.00668,True,,-0.04633126242281749,-0.07609028581494479
AIT,273.22,275.63,266.55,264.16920000000005,252.90755000000001,8.373492857142848,99256446.21000001,0.8352785258001255,4.688481127468079,0.04147289776625773,0.03826714801444053,0.05940286932919747,Industrials,,-0.023346303501945546,4754025000.0,0.30380654552833436,-0.0001263193524928541,458458000.0,0.09643575706900995,0.04448764473718466,166314000.0,0.28426002436274234,2.167697517787559,17.89781915061189,0.96048,True,,0.041766575459839084,-0.06149026749748608
AIZ,241.23,244.825,239.0213,233.8316,211.78145,4.681000000000004,76766721.329,1.0362861073114582,1.4683957929133051,0.017633410672853733,0.003369104067881157,0.10498831936237463,Financial Services,,0.33591731266149866,12568700000.0,,,1021500000.0,0.08127332182325937,0.08392021542799571,493900000.0,0.3501098665885619,0.9684594040752027,8.97864565441507,0.96562,True,,0.08735202549301624,0.05759300210088893
