ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
INTC,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",49.05,45.31,6,294.0,22.0,7.62,1.0099,48.72,1.68,0.57,0.2989,38.67,28.31,3635022231.0,0.1429,0.3164,2.272,4.66,0.6779999999999999,True,1,0,False,2026-01-22 21:00:00+00:00,21.4,"['Positive earnings surprise', 'Recent upgrade']",1.68
MTSI,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,215.37,203.0,2,431.0,25.0,5.74,0.9630000000000001,215.01,1.68,0.07,0.2266,173.39,138.03,247702130.0,0.2602,0.5715,8.008,3.72,0.6,True,0,0,False,2026-02-05 13:00:00+00:00,115.72,['Positive earnings surprise'],1.68
MSGS,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,283.63,273.45,2,567.0,20.0,3.59,0.923,282.66,1.31,0.24,0.1891,236.14,211.03,47160493.0,0.1051,0.2912,6.141,2.17,0.6,True,0,0,False,2026-02-03 13:00:00+00:00,60.08,['Positive earnings surprise'],1.31
BG,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,106.73,101.83,5,534.0,25.0,4.59,0.846,105.46,1.51,1.09,0.139,94.17,84.33,147093342.0,0.139,0.0816,2.422,2.3,0.6,True,0,0,False,2026-02-04 13:00:00+00:00,342.0,['Positive earnings surprise'],1.51
