ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
LFUS,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",327.68,307.9,1,328.0,20.0,6.03,0.9435,326.5,1.71,1.8,0.2687,266.96,242.66,63995380.0,0.0872,0.3419,12.398,3.8,0.85,True,1,0,False,2026-04-28 13:00:00+00:00,40.87,"['Positive earnings surprise', 'Recent upgrade']",1.71
AMTM,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,37.98,35.55,10,380.0,24.0,6.39,0.915,37.12,1.58,2.16,0.2669,30.39,24.88,62697965.0,0.0439,0.6564,1.047,2.82,0.6,True,0,0,False,2026-02-09 21:00:00+00:00,88.0,['Positive earnings surprise'],1.58
