ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
MKSI,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",233.04,214.56,1,233.0,18.0,7.93,1.0017099999999999,229.6,1.99,1.51,0.3984,170.44,121.24,228664716.0,0.0899,0.6238,10.028,4.37,1.2342,True,4,0,False,2026-02-17 21:00:00+00:00,11.71,"['Positive earnings surprise', 'Recent upgrade']",1.99
GFS,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,48.61,44.1,5,243.0,23.0,9.28,0.935,47.41,1.53,2.38,0.3239,37.97,36.38,161717960.0,0.0869,0.3802,2.205,4.65,0.6,True,0,0,False,2026-02-11 13:00:00+00:00,4535.76,['Positive earnings surprise'],1.53
BKR,Buy,1-2 day,Momentum + liquidity with catalysts: Recent upgrade,57.64,53.88,6,346.0,23.0,6.51,0.9416100000000001,56.5,1.39,1.88,0.2486,48.79,43.97,479656989.0,0.1022,0.1693,1.745,3.09,1.2322,True,5,0,False,2026-04-21 21:00:00+00:00,-0.89,['Recent upgrade'],1.39
