ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
BG,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,108.95,104.85,5,545.0,21.0,3.76,0.924,108.83,1.61,0.01,0.1796,94.46,84.49,153684230.0,0.1161,0.1191,2.655,2.44,0.6,True,0,0,False,2026-02-04 13:00:00+00:00,342.0,['Positive earnings surprise'],1.61
MKSI,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",211.29,194.61,1,211.0,17.0,7.89,0.93921,205.26,2.47,2.76,0.3137,161.0,116.03,145160815.0,0.1468,0.4498,7.098,3.46,0.9842,True,3,0,False,2026-02-11 21:00:00+00:00,11.71,"['Positive earnings surprise', 'Recent upgrade']",2.47
ADM,Buy,1-2 day,Momentum + liquidity with catalysts: Positive earnings surprise,66.7,64.05,9,600.0,24.0,3.96,0.894,66.57,1.6,0.09,0.1482,59.24,56.02,192279088.0,0.0879,0.0535,1.678,2.52,0.6,True,0,0,False,2026-02-03 13:00:00+00:00,94.47,['Positive earnings surprise'],1.6
APH,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",156.44,147.13,2,313.0,19.0,5.95,0.9003099999999999,154.22,1.32,1.32,0.1943,137.82,110.42,1059675030.0,0.1319,0.208,4.728,3.07,0.9062,True,3,0,False,2026-01-28 13:00:00+00:00,7.81,"['Positive earnings surprise', 'Recent upgrade']",1.32
MTSI,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",224.89,206.23,1,225.0,19.0,8.3,0.8935,218.93,1.41,2.55,0.2461,174.77,138.62,260051595.0,0.3058,0.5601,8.469,3.87,0.85,True,1,0,False,2026-02-05 13:00:00+00:00,115.72,"['Positive earnings surprise', 'Recent upgrade']",1.41
