ticker,action,horizon,thesis,entry,stop,qty,notional,risk_$,risk_%,score,close,vol_ratio20,prox_52w_high_pct,r20,sma50,sma200,adv20_dollar,r5,r60,atr14,atr_%,news_score,has_fresh_news,upgrade_hits,downgrade_hits,earnings_within_window,next_earnings_date,last_earnings_surprise_pct,catalyst_reasons,intraday_rel_vol
ALGM,Buy,1-2 day,"Momentum + liquidity with catalysts: Positive earnings surprise, Recent upgrade",39.54,35.84,6,237.0,22.0,9.37,0.97609,38.89,1.34,2.51,0.367,29.51,29.18,106885855.0,0.1908,0.4178,2.036,5.24,1.5218,True,6,0,False,2026-05-07 13:00:00+00:00,1.09,"['Positive earnings surprise', 'Recent upgrade']",1.34
CHRW,Buy,1-2 day,Momentum + liquidity with catalysts: Recent upgrade,203.0,191.99,2,406.0,22.0,5.42,0.88208,199.71,1.36,1.52,0.1944,167.42,127.84,416248001.0,0.1069,0.3042,5.143,2.58,0.7016,True,5,1,False,2026-04-29 21:00:00+00:00,-17.42,['Recent upgrade'],1.36
